fish_id,name_english,alt_name,name_latin,swim,cm_max,uncare,breeding_difficulty,availability,school,tank_size_liter,temperature_min,temperature_max,agression,origin,region,isfish,phmin,phmax,more,family
102,Black phantom tetra,,Hyphessobrycon megalopterus,2,3.6,3,2,3,3,65,21,28,1,"Bolivia, Brazil,",1,1,6,7.5,1,Characidae
103,Black Neon Tetra,,Hyphessobrycon herbertaxelrodi,2,3.5,4,2,3,3,60,22,28,1,"Brazil,",1,1,5.5,7.5,1,Characidae
104,Black widow tetra,black skirt tetra,Gymnocorymbus ternetzi,2,6,4,2,3,3,75,20,26,2,"Brazil, Bolivia, Argentina,",1,1,6,7.5,1,Characidae
105,Bleeding heart tetra,,Hyphessobrycon erythrostigma,2,6,3,2,2,3,75,21,27,1,"Peru,",1,1,6,7.5,1,Characidae
106,Bloodfin tetra,,Aphyocharax anisitsi,2,5.5,4,2,3,3,75,22,28,2,"Brazil, Paraguay, Argentina,",1,1,6,8,1,Characidae
107,Blue tetra,,Knodus borki,2,5,2,4,3,3,85,22,26,2,"Colombia, Brazil,",1,1,5.5,7,1,Characidae
108,Bucktooth tetra,,Exodon paradoxus,2,12,2,4,2,3,170,23,28,3,"Brazil,",1,1,5.5,7.5,1,Characidae
109,Buenos Aires tetra,,Hyphessobrycon anisitsi,2,7.5,4,2,2,3,95,19,27,2,"Brazil, Paraguay, Argentina,",1,1,6,8,1,Characidae
110,Cardinal tetra,,Paracheirodon axelrodi,2,4.5,3,4,4,3,60,23,29,1,"Brazil,",1,1,5,7,1,Characidae
111,Blind cave tetra,Mexican tetra,Astyanax mexicanus,2,12,3,2,2,2,95,21,25,1,"Mexico,",1,1,6,8,1,Characidae
112,Diamond tetra,,Moenkhausia pittieri,2,6,3,3,3,3,75,24,28,2,"Venezuela,",1,1,6,7.5,1,Characidae
113,Ember tetra,,Hyphessobrycon amandae,2,2,2,2,3,3,35,22,28,1,"Brazil,",1,1,5.5,7,1,Characidae
114,Emperor tetra,,Nematobrycon palmeri,2,5,3,2,3,3,75,23,27,2,"Colombia ,",1,1,5.5,7.5,1,Characidae
115,Flame tetra,,Hyphessobrycon flammeus,2,2.5,3,2,2,3,38,20,26,1,"Brazil,",1,1,5.5,7.5,1,Characidae
116,Garnet tetra,pretty tetra,Hemigrammus pulcher,2,4.5,3,3,2,3,75,23,28,1,"Peru,",1,1,5,7,1,Characidae
117,Glass bloodfin tetra,,Prionobrama filigera,2,6,3,3,3,3,75,23,27,1,South America,1,1,6,7.5,1,Characidae
118,Glowlight tetra,,Hemigrammus erythrozonus,2,4,3,2,2,3,70,24,28,1,"Guyana,",1,1,6,7.5,1,Characidae
120,Green neon tetra,,Paracheirodon simulans,2,2.5,3,3,3,3,55,22,30,1,"Brazil, Venezuela, Colombia,",1,1,5.5,7.5,1,Characidae
121,Head-and-taillight tetra,,Hemigrammus ocellifer,2,4.5,4,2,3,3,65,24,28,1,"The Guianas, Peru, Brazil,",1,1,5.5,7.5,1,Characidae
122,January tetra,costello tetra,Hemigrammus hyanuary,2,4,2,3,2,3,65,23,27,1,"Peru, Brazil,",1,1,5.5,7,1,Characidae
123,Lemon tetra,,Hyphessobrycon pulchripinnis,2,5,3,3,4,3,65,22,28,1,"Brazil,",1,1,6,8,1,Characidae
124,Neon tetra,,Paracheirodon innesi,2,3.75,4,3,4,3,40,21,25,1,"Peru, Colombia, Brazil,",1,1,5,7.5,1,Characidae
125,Ornate tetra,,Hyphessobrycon bentosi,2,4.5,3,3,3,3,75,22,28,1,"Brazil,",1,1,5.5,7.5,1,Characidae
126,Penguin tetra,blackline penguinfish,Thayeria boehlkei,2,6.5,3,2,2,3,75,22,28,1,"Peru, Brazil,",1,1,6,7.5,1,Characidae
127,Red eye tetra,,Moenkhausia sanctaefilomenae,2,7,3,3,3,3,105,22,26,2,"Brazil, Paraguay, Argentina,",1,1,6,7.5,1,Characidae
128,Red phantom tetra,,Hyphessobrycon sweglesi,2,4,3,2,3,3,55,22,28,1,"Venezuela, Colombia,",1,1,5.5,7.5,1,Characidae
129,Rosy tetra,,Hyphessobrycon rosaceus,2,4,3,2,2,3,55,24,28,1,"Guyana, Suriname, Brazil,",1,1,5.5,7.5,1,Characidae
130,Royal tetra,Emperor Tetra,Inpaichthys kerri,2,3.5,4,2,3,3,55,24,27,1,"Brazil,",1,1,5.5,7.5,1,Characidae
131,Rummy-nose tetra,,Hemigrammus rhodostomus,2,5,3,3,3,3,75,24,27,1,"Brazil, Venezuela,",1,1,5.5,7,1,Characidae
132,Splash tetra,,Copella arnoldi,2,5.5,3,3,2,3,70,20,28,2,"Brazil,",1,1,5.5,7,1,Lebiasinidae
133,Serpae tetra,,Hyphessobrycon serpae,2,4.5,3,3,3,3,65,20,28,1,"Brazil, Paraguay, Argentina,",1,1,5.5,7.5,1,Characidae
134,Silvertip tetra,,Hasemania nana,2,4,4,2,3,3,70,23,28,1,"Brazil,",1,1,6,8,1,Characidae
135,X-ray tetra,pristella tetra,Pristella maxillaris,2,4.5,3,3,4,3,70,22,28,3,"Venezuela, The Guianas",1,1,6,8,1,Characidae
136,Congo tetra,,Phenacogrammus interruptus,2,8,3,4,3,3,90,23,28,1,Congo Basin,2,1,6,7.5,1,Alestidae
137,Jellybean tetra,,Ladigesia roloffi,2,3,3,4,2,3,37,22,27,1,"Sierra Leone,",2,1,6,7.5,1,Alestidae
138,Long-fin tetra,,Brycinus longipinnis,2,12.5,2,4,2,3,190,22,26,2,Congo Basin,2,1,6,7.5,1,Alestidae
139,Niger tetra,African Red Eyed Tetra,Arnoldichthys spilopterus,2,10,3,2,3,3,190,24,27,1,"Nigeria,",2,1,6,8,1,Alestidae
140,Yellow-tailed Congo tetra,,Alestopetersius caudalis,2,6,2,3,2,3,75,22,26,2,Congo Basin,2,1,6,7.5,1,Alestidae
141,Common hatchetfish,,Gasteropelecus sternicla,3,4,2,4,2,3,125,20,28,1,"Brazil,",1,1,5.5,7,1,Gasteropelecidae
142,Marbled hatchetfish,,Carnegiella strigata,3,4,2,4,1,3,120,20,28,1,South America,1,1,5.5,7,1,Gasteropelecidae
143,Blackwing hatchetfish,,Carnegiella marthae,3,3.5,2,4,1,3,115,20,28,1,"Venezuela, Brazil,",1,1,5.5,7,1,Gasteropelecidae
144,Pygmy hatchetfish,,Carnegiella myersi,3,2.5,2,4,1,3,100,23,26,1,"Peru, Bolivia,",1,1,5.5,7,1,Gasteropelecidae
145,Golden pencilfish,,Nannostomus beckfordi,2,6,2,2,2,3,70,21,27,1,"The Guianas, Brazil, Venezuela,",1,1,6,7.5,1,Lebiasinidae
146,Hockeystick pencilfish,,Nannostomus eques,2,3.5,2,2,2,3,55,22,28,1,"Brazil, Peru, Colombia,",1,1,5,7,1,Lebiasinidae
147,Barred pencilfish,,Nannostomus espei,2,3,2,2,2,3,55,22,28,1,"Guyana,",1,1,5.5,7,1,Lebiasinidae
148,Dwarf pencilfish,,Nannostomus marginatus,2,2.5,2,2,2,3,45,22,28,1,"Peru, Colombia, Brazil,",1,1,5,7,1,Lebiasinidae
149,Coral red pencilfish,,Nannostomus mortenthaleri,2,3,2,2,2,3,55,24,28,1,"Peru,",1,1,5.5,7,1,Lebiasinidae
150,Three-lined pencilfish,,Nannostomus trifasciatus,2,3.3,2,2,2,3,55,22,28,1,South America,1,1,5.5,7,1,Lebiasinidae
151,One-lined Pencilfish,,Nannostomus unifasciatus,2,4,2,4,2,3,65,23,28,1,"Brazil, Bolivia, Colombia,",1,1,5.5,7,1,Lebiasinidae
152,Silver Dollar,,Metynnis argenteus,2,15,2,3,2,3,265,24,28,2,"Brazil,",1,1,6,7.5,1,Characidae
153,Silver Dollar,,Metynnis hypsauchen,2,14,2,3,2,3,265,24,28,2,"Guyana, Brazil, Peru, Bolivia,",1,1,6,7.5,1,Characidae
154,Red-bellied Piranha,,Pygocentrus nattereri,2,32,1,2,1,3,605,24,28,3,South America,1,1,6,7.5,1,Serrasalmidae
155,Disk tetra,Black-barred Myleus,Myleus schomburgkii,2,40,2,4,2,3,645,23,27,1,"Venezuela, Peru, Brazil,",1,1,5.5,7,1,Serrasalmidae
157,Hujeta gar,,Ctenolucius hujeta,3,25,1,4,1,2,210,22,28,2,"Venezuela, Colombia,",1,1,6,7.5,1,Ctenoluciidae
158,Kissing prochilodus,flagtail Prochilodus,Semaprochilodus insignis,2,35,2,4,1,3,510,23,29,2,South America,1,1,6,7.5,1,Prochilodontidae
159,Marbled headstander,,Abramites hypselonotus,2,14,2,4,2,3,265,20,30,2,South America,1,1,6,7.5,1,Anostomidae
160,Banded leporinus,,Leporinus fasciatus,2,27,2,4,1,2,150,20,28,2,South America,1,1,6,7.5,1,Anostomidae
161,Striped headstander,,Anostomus anostomus,2,19,2,4,1,3,265,20,28,2,"Peru, Brazil, Venezuela, Guyana,",1,1,6,7.5,1,Anostomidae
162,Pink-tail chalceus,,Chalceus macrolepidotus,2,25,3,4,1,2,240,23,28,2,South America,1,1,6,7.5,1,Chalceidae
163,Red wolf fish,,Erythrinus erythrinus,1,20,3,4,1,1,150,22,26,2,South America,1,1,6,7.5,1,Erythrinidae
164,Red tail barracuda,,Acestrorhynchus falcatus,2,30,1,4,1,2,380,22,28,2,South America,1,1,6,7.5,1,Acestrorhynchidae
165,Spotted headstander,,Chilodus punctatus,2,8,2,4,2,3,85,20,28,1,South America,1,1,6,7.5,1,Chilodontidae
166,Sunshine peacock cichlid,,Aulonocara baenschi,2,16,3,2,2,2,240,25,29,2,"Lake Malawi,",2,1,7.5,8.5,1,Cichlidae
167,Pale usisya aulonocara,Aulonocara Blue Neon,Aulonocara steveni,2,14,3,3,1,2,240,24,28,2,"Lake Malawi,",2,1,7.5,8.5,1,Cichlidae
168,Red fin hap,,Copadichromis borleyi,2,20,3,3,2,2,300,25,29,2,"Lake Malawi,",2,1,7.5,8.5,1,Cichlidae
169,Eureka red peacock,,Aulonocara jacobfreibergi,2,17,2,3,2,2,240,25,29,2,"Lake Malawi,",2,1,7.5,8.5,1,Cichlidae
170,Spilo,,Champsochromis spilorhynchus,2,40,2,4,1,1,475,24,27,2,"Lake Malombe, Lake Malawi ,",2,1,7.5,8.5,1,Cichlidae
171,Blue dolphin cichlid,lumphead cichlid,Cyrtocara moorii,2,25,1,3,2,3,250,25,29,1,"Lake Malawi,",2,1,7.5,8.5,1,Cichlidae
172,Afra cichlid,dogtooth cichild,Cynotilapia afra,2,10,2,3,2,1,110,25,29,3,"Lake Malawi,",2,1,7.5,8.5,1,Cichlidae
173,Rusty cichlid,lavender cichild,Iodotropheus sprengerae,2,10,3,2,2,2,90,25,29,1,"Lake Malawi,",2,1,7.5,8.5,1,Cichlidae
174,Fuelleborn's cichlid,Blue mbuna,Labeotropheus fuelleborni,2,18,2,3,1,2,175,24,28,3,"Lake Malawi,",2,1,7.5,8.5,1,Cichlidae
175,Electric yellow cichlid,,Labidochromis caeruleus,2,12,3,3,3,2,160,24,28,2,"Lake Malawi,",2,1,7.5,8.5,1,Cichlidae
176,Electric Blue Hap,Electric blue cichlid,Sciaenochromis fryeri,2,18,2,2,2,2,250,24,28,2,"Lake Malawi,",2,1,7.5,8.5,1,Cichlidae
177,Malawi eyebiter,,Dimidiochromis compressiceps,2,25,1,3,2,2,250,23,28,2,"Lake Malawi,",2,1,7.5,8.5,1,Cichlidae
180,Auratus cichlid,Malawi golden cichlid,Melanochromis auratus,2,11,2,3,2,2,200,24,28,3,"Lake Malawi,",2,1,7.5,8.5,1,Cichlidae
181,Chipokee cichlid,,Melanochromis chipokae,2,12,2,3,1,2,200,24,28,3,"Lake Malawi,",2,1,7.5,8.5,1,Cichlidae
182,Blue johanni cichlid,Maingano,Melanochromis cyaneorhabdos,2,10,2,3,1,2,170,24,28,3,"Lake Malawi,",2,1,7.5,8.5,1,Cichlidae
183,Pearl of Likoma,,Melanochromis joanjohnsonae,2,10,2,3,1,2,170,24,27,2,"Lake Malawi,",2,1,7.5,8.5,1,Cichlidae
184,Aurora cichlid,,Maylandia aurora,2,12,2,3,1,2,115,24,27,3,"Lake Malawi,",2,1,7.5,8.5,1,Cichlidae
185,Red zebra cichlid,,Metriaclima estherae,2,10,2,2,2,2,170,24,28,2,"Lake Malawi,",2,1,7.5,8.5,1,Cichlidae
186,Cobalt blue cichlid,cobalt zebra cichlid,Maylandia callainos,2,13,2,3,2,2,170,24,28,3,"Lake Malawi,",2,1,7.5,8.5,1,Cichlidae
187,Kenyi cichlid,,Maylandia lombardoi,2,14,2,3,2,2,200,24,28,3,"Lake Malawi,",2,1,7.5,8.5,1,Cichlidae
188,Fusco Hap,Spothead hap,Nimbochromis fuscotaeniatus,2,25,1,4,1,2,280,24,28,3,"Lake Malawi,",2,1,7.5,8.5,1,Cichlidae
189,Livingston's cichlid,,Nimbochromis livingstonii,2,25,1,4,1,2,280,24,28,2,"Lake Malawi,",2,1,7.5,8.5,1,Cichlidae
190,Kaligono,Polystigma Cichlids,Nimbochromis polystigma,2,26,1,4,1,2,280,24,28,2,"Lake Malawi,",2,1,7.5,8.5,1,Cichlidae
191,Venustus cichlid,giraffe cichild,Nimbochromis venustus,2,30,2,4,2,2,280,24,28,2,"Lake Malawi,",2,1,7.5,8.5,1,Cichlidae
192,Red empress cichlid,,Protomelas taeniolatus,2,20,2,3,2,2,200,24,28,2,"Lake Malawi,",2,1,7.5,8.5,1,Cichlidae
193,Bumblebee cichlid,hornet cichlid,Pseudotropheus crabro,2,15,2,4,2,2,200,24,28,2,"Lake Malawi,",2,1,7.5,8.5,1,Cichlidae
194,Yellow-tail acei,,Pseudotropheus acei,2,12,2,3,2,2,160,24,28,2,"Lake Malawi,",2,1,7.5,8.5,1,Cichlidae
195,Johanni cichlid,,Melanochromis johanni,2,12,2,3,2,2,160,23,27,3,"Lake Malawi,",2,1,7.5,8.5,1,Cichlidae
196,Dwarf Mbuna,,Pseudotropheus demasoni,2,10,1,4,2,2,200,24,28,3,"Lake Malawi,",2,1,7.5,8.5,1,Cichlidae
197,Saulosi Mbuna,,Pseudotropheus saulosi,2,10,3,3,2,2,160,23,27,2,"Lake Malawi,",2,1,7.5,8.5,1,Cichlidae
198,Malawi barracuda,,Rhamphochromis cf. macrophthalmus,2,25,2,4,1,1,300,23,27,3,"Lake Malawi,",2,1,7.5,8.5,1,Cichlidae
199,Frontosa cichild,Humphead Cichlid,Cyphotilapia frontosa,2,32,1,3,2,3,860,23,27,2,"Lake Tanganyika,",2,1,7.8,9,1,Cichlidae
200,Brown Julie,Dickfeld’s Julie,Julidochromis dickfeldi,2,15,2,3,3,2,75,23,27,2,"Lake Tanganyika,",2,1,7.8,9,1,Cichlidae
201,Masked Julie,,Julidochromis marlieri,2,15,2,3,2,2,110,23,27,2,"Lake Tanganyika,",2,1,7.8,9,1,Cichlidae
202,Golden Julie,,Julidochromis ornatus,2,8,2,3,2,2,70,23,27,2,"Lake Tanganyika,",2,1,7.8,9,1,Cichlidae
203,Sardine Cichlid,,Cyprichromis leptosoma,2,11,2,2,2,3,170,24,27,1,"Lake Tanganyika,",2,1,7.8,9,1,Cichlidae
204,Lyretail cichlid,fairy cichlid,Neolamprologus brichardi,2,10,2,2,3,2,110,23,27,3,"Lake Tanganyika,",2,1,7.8,9,1,Cichlidae
205,Lemon cichlid,,Neolamprologus leleupi,2,11.5,2,3,3,1,75,23,27,2,"Lake Tanganyika,",2,1,7.8,9,1,Cichlidae
206,Featherfin cichlid,,Ophthalmotilapia ventralis,2,15,2,3,2,2,230,23,27,3,"Lake Tanganyika,",2,1,7.8,9,1,Cichlidae
207,Zebra obliquidens,,Astatotilapia latifasciata,2,12.5,2,3,2,1,115,23,28,3,"Lake Kyoga, Lake Nawampas,",2,1,7,8,1,Cichlidae
208,Allauad's haplo,,Astatoreochromis alluaudi,2,19,3,4,2,2,210,23,28,2,"Lake Victoria,",2,1,7,8,1,Cichlidae
209,Hippo Point Salmon,,Ptyochromis sp.,2,13,2,3,1,1,115,23,28,2,"Lake Victoria,",2,1,7,8.5,1,Cichlidae
210,Flameback cichlid,,Pundamilia nyererei,2,9,2,3,2,2,160,23,27,2,"Lake Victoria,",2,1,7,8.5,1,Cichlidae
211,African butterfly cichlid,,Anomalochromis thomasi,2,8,3,2,3,3,95,23,27,2,"Sierra Leone, Guinea, Liberia,",2,1,6,7.5,1,Cichlidae
212,Jewel cichlid,two-spotted jewel cichlid,Hemichromis bimaculatus,2,15,2,4,3,2,115,22,28,2,West Africa,2,1,6,7.5,1,Cichlidae
213,Blockhead Cichlid,,Steatocranus casuarius,2,12,3,2,2,2,95,24,28,2,Congo Basin,2,1,6.5,8,1,Cichlidae
214,Blood-red jewel cichlid,,Hemichromis lifalili,2,10,2,3,2,2,75,23,26,2,Congo Basin,2,1,6,7.5,1,Cichlidae
215,Kribensis,,Pelvicachromis pulcher,2,10,3,2,3,2,75,24,27,1,"Nigeria, Cameroon,",2,1,6,7.5,1,Cichlidae
216,Guenther's Mouthbrooder,,Chromidotilapia guentheri,2,15,2,3,2,2,115,24,27,2,West Africa,2,1,6,7.5,1,Cichlidae
217,Agassiz's dwarf cichlid,,Apistogramma agassizii,2,9,2,3,2,2,75,22,29,2,"Brazil,",1,1,5.5,7,1,Cichlidae
218,Zebra acara,,Nannacara adoketa,2,12,3,3,2,1,95,22,28,2,"Brazil,",1,1,5,6.5,1,Cichlidae
219,Umbrella Cichlid,,Apistogramma borellii,2,6.5,2,3,2,2,70,20,26,2,"Brazil, Paraguay, Argentina,",1,1,6,7,1,Cichlidae
220,Cockatoo cichlid,,Apistogramma cacatuoides,2,7.5,2,3,2,2,70,22,29,2,"Brazil, Peru,",1,1,6,7.5,1,Cichlidae
221,Panda dwarf cichlid,,Apistogramma nijsseni,2,8.5,2,3,2,2,70,24,28,2,"Peru,",1,1,5,6.5,0,Cichlidae
222,Three-Stripe Dwarf Cichlid,Three-striped Apisto,Apistogramma trifasciata,2,5.5,2,3,2,2,75,20,25,2,"Brazil, Paraguay, Argentina,",1,1,5.5,7,0,Cichlidae
223,Two-Stripe Dwarf Cichlid,Two-striped Apisto,Apistogramma bitaeniata,2,7.5,2,3,2,2,75,22,29,2,"Peru, Colombia, Brazil,",1,1,5,6.5,0,Cichlidae
224,Checkerboard Cichlid,Lyretail Checkerboard Cichlid,Dicrossus filamentosus,2,9,2,4,2,2,75,26,30,1,"Colombia, Venezuela, Brazil,",1,1,5,6.5,0,Cichlidae
225,Blue ram,German ram,Mikrogeophagus ramirezi,2,6,2,3,3,2,70,27,30,1,"Colombia, Venezuela,",1,1,5.5,7,1,Cichlidae
226,Bolivian ram,,Mikrogeophagus altispinosa,2,8,2,3,2,3,170,24,28,1,"Bolivia, Brazil,",1,1,6,7.5,0,Cichlidae
227,Dwarf flag cichlid,,Laetacara curviceps,2,5.5,3,2,3,2,75,20,28,1,"Brazil,",1,1,6,7.5,0,Cichlidae
228,Gold Saum,Green terror,Andinoacara rivulatus,2,30,2,4,2,2,285,20,24,3,"Peru, Ecuador,",1,1,6.5,8,0,Cichlidae
229,Blue acara,,Andinoacara pulcher,2,15,2,2,3,2,160,22,28,2,"Trinidad and Tobago, Venezuela,",1,1,6.5,8,0,Cichlidae
230,Threadfin acara,,Acarichthys heckelii,2,20,1,3,2,2,200,24,30,2,"Colombia, Peru, Brazil, Guyana,",1,1,6,7.5,0,Cichlidae
231,Eartheater cichlid,,Geophagus altifrons,2,25,2,3,3,3,435,26,32,1,"Brazil,",1,1,6,7.5,0,Cichlidae
232,Cupid cichlid,,Biotodoma cupido,2,12,1,3,2,3,200,20,30,1,"Peru, Bolivia, Guyana, Brazil,",1,1,5.5,7,0,Cichlidae
233,Keyhole cichlid,,Cleithracara maronii,2,11,2,2,3,2,95,21,28,1,"Venezuela, The Guianas",1,1,6,7.5,0,Cichlidae
234,Flag cichlid,Festivum cichlid,Mesonauta festivus,2,15,3,3,3,2,140,24,28,1,South America,1,1,6,7.5,0,Cichlidae
235,Angelfish,,Pterophyllum scalare,2,15,3,4,4,2,115,24,30,2,South America,1,1,6,7.5,0,Cichlidae
236,Altum angelfish,,Pterophyllum altum,2,18,1,4,1,2,170,26,32,2,"Colombia, Venezuela,",1,1,5.5,6.5,0,Cichlidae
237,Roman Nose Angelfish,,Pterophyllum leopoldi,2,10,2,4,2,3,115,22,29,2,"Brazil, Guyana,",1,1,6,7.2,0,Cichlidae
238,Discus,,Symphysodon aequifasciatus,2,20,1,4,3,3,245,26,32,1,"Peru, Colombia, Brazil,",1,1,6,7,0,Cichlidae
240,Oscar,,Astronotus ocellatus,2,35,2,3,2,1,360,20,28,2,South America,1,1,6,7.5,0,Cichlidae
241,Chocolate cichlid,,Hypselecara temporalis,2,30,2,2,2,2,245,25,30,1,"Peru, Colombia, Venezuela, Brazil,",1,1,6,7.5,0,Cichlidae
242,Severum,,Heros efasciatus,2,30,2,3,2,2,245,22,29,2,"Brazil,",1,1,6,7.5,1,Cichlidae
243,Uaru cichlid,,Uaru amphiacanthoides,2,30,1,3,1,2,245,27,30,1,"Brazil, Guyana,",1,1,6,7.5,0,Cichlidae
244,Canara pearlspot,banded chromide,Etroplus canarensis,2,11,1,4,2,3,210,22,32,2,"India,",4,1,7,8,0,Cichlidae
245,Green chromide,,Etroplus suratensis,2,30,1,3,1,3,550,20,30,1,"Sri Lanka,",4,1,7,8,0,Cichlidae
246,Orange chromide,,Etroplus maculatus,2,10,1,3,1,3,210,20,28,1,"Sri Lanka, India,",4,1,7,8,0,Cichlidae
247,Pinstripe damba cichlid,,Paretroplus menarambo,2,25,1,3,1,3,360,26,29,2,"Madagascar,",2,1,7,8.5,0,Cichlidae
250,Silver shark,Bala shark,Balantiocheilus melanopterus,2,40,3,4,3,2,360,22,28,2,"Borneo, Sumatra,",3,1,6,7.5,0,Cyprinidae
251,Siamese algae eater,,Crossocheilus oblongus,1,16,2,4,3,3,140,20,26,1,"Thailand, Malaysia,",3,1,6,7.5,0,Cyprinidae
252,Flying fox,,Epalzeorhynchos kalopterus,1,16,2,4,3,1,140,20,26,2,"Thailand, Malaysia,",3,1,6.5,7.5,0,Cyprinidae
253,Red-tailed black shark,,Epalzeorhynchos bicolor,1,12,2,4,3,1,115,20,26,2,"Thailand,",3,1,6.5,7.5,1,Cyprinidae
254,Rainbow shark,,Epalzeorhynchos frenatum,1,15,2,4,3,1,120,20,26,2,"Thailand, Laos, Cambodia,",3,1,6.5,7.5,0,Cyprinidae
255,Cambodian log sucker,false Siamese algae eater,Garra cambodgiensis,1,15,2,4,2,2,120,20,27,1,"Thailand, Laos, Cambodia, Vietnam,",3,1,6.5,7.5,0,Cyprinidae
256,Chinese algae eater,,Gyrinocheilus aymonieri,1,28,2,4,1,2,175,22,26,2,"Cambodia, Laos, Vietnam,",3,1,6.5,7.5,0,Gyrinocheilidae
257,Espei rasbora,lambchop rasbora,Trigonostigma espei,2,3.8,3,3,2,3,40,23,28,1,"Thailand, Cambodia,",3,1,6,7,1,Cyprinidae
258,Harlequin rasbora,,Trigonostigma heteromorpha,2,5,4,2,3,3,55,22,28,1,"Thailand, Sunda Islands",3,1,6,7,1,Cyprinidae
259,Glowlight rasbora,,Trigonostigma hengeli,2,4,3,2,2,3,45,23,28,1,"Sumatra, Borneo,",3,1,6,7,0,Cyprinidae
260,Red-striped rasbora,,Trigonopoma pauciperforata,2,7,3,2,2,3,85,21,26,1,South East Asia,3,1,6,7,0,Cyprinidae
261,Dwarf rasbora,,Boraras maculatus,2,2.5,2,3,2,3,25,22,28,1,"Malaysia, Thailand, Sumatra,",3,1,5,7,1,Cyprinidae
262,Eyespot rasbora,,Brevibora dorsiocellata,2,3.5,3,3,2,3,35,20,25,1,South East Asia,3,1,6,7.5,1,Cyprinidae
263,Brilliant rasbora,,Rasbora einthovenii,2,9,3,4,1,3,75,22,28,1,"Malaysia, Thailand, Sumatra,",3,1,6,7.5,0,Cyprinidae
264,Clown rasbora,,Rasbora kalochroma,2,10,2,3,2,3,130,23,28,2,"Malaysia, Borneo, Sumatra,",3,1,6,7.5,0,Cyprinidae
265,Scissortail rasbora,,Rasbora trilineata,2,14,3,3,2,3,170,22,25,1,South East Asia,3,1,6,7.5,0,Cyprinidae
266,Volcano rasbora,,Rasbora vulcanus,2,4.5,2,2,2,3,55,23,26,1,"Sumatra,",3,1,6,7.5,1,Cyprinidae
267,Red-tailed rasbora,,Rasbora borapetensis,2,6,4,2,2,3,70,22,26,1,"Thailand, Laos, Cambodia, Vietnam,",3,1,6,7.5,1,Cyprinidae
268,Pearl danio,,Danio albolineatus,2,6,3,2,3,3,70,16,25,1,South East Asia,3,1,6,7.5,0,Cyprinidae
269,Celestial Pearl danio,,Danio margaritatus,2,2,3,2,3,3,35,22,26,1,"Myanmar,",3,1,6.5,7.5,1,Cyprinidae
270,Bengal danio,,Devario devario,2,9,2,3,2,3,130,15,27,2,"India, Nepal, Bangladesh,",4,1,6,7.5,0,Cyprinidae
271,Giant danio,,Devario aequipinnatus,2,15,2,3,3,3,190,22,27,3,"Pakistan, India, Bangladesh",4,1,6,7.5,0,Cyprinidae
272,Malabar danio,,Devario malabaricus,2,13,2,2,2,3,180,18,25,2,"India,",4,1,6,7.5,0,Cyprinidae
273,Queen danio,,Devario regina,2,8,2,2,2,3,115,20,26,1,"Thailand, Myanmar,",3,1,6,7.5,0,Cyprinidae
274,Spotted danio,Dwarf danio,Danio nigrofasciatus,2,3.7,3,2,3,3,40,18,26,1,"Myanmar,",3,1,6,7.5,1,Cyprinidae
275,Blue danio,,Danio kerri,2,4.5,4,2,2,3,40,20,26,1,"Thailand,",3,1,6,7.5,1,Cyprinidae
276,Zebra danio,,Danio rerio,2,5,4,2,4,3,55,18,24,2,"Eastern India, Bangladesh,",4,1,6,7.5,1,Cyprinidae
277,Common goldfish,gold fish,Carassius auratus,2,20,4,2,4,2,90,4,28,1,"China,",6,1,6,8,0,Cyprinidae
279,European Bitterling,,Rhodeus amarus,2,10,2,4,1,3,130,13,22,1,Europe,7,1,6.5,8,0,Cyprinidae
280,White Cloud Mountain minnow,,Tanichthys albonubes,2,4,4,2,4,3,45,14,22,1,"China,",6,1,6,7.5,1,Cyprinidae
281,Red shiner,,Cyprinella lutrensis,2,9,2,3,2,2,135,14,25,2,"United States,",8,1,6.5,8,0,Cyprinidae
283,Fathead minnow,Rosy red minnow,Pimephales promelas,1,7.5,3,2,3,3,75,10,22,1,"North America,",8,1,6.5,8,0,Cyprinidae
284,Rainbow shiner,,Notropis chrosomus,2,8,2,3,2,3,75,10,22,1,"United States,",8,1,6,7.5,0,Cyprinidae
285,European minnow,Common minnow,Phoxinus phoxinus,2,13,2,3,1,3,170,12,20,1,"United States,",8,1,6.5,7.5,0,Cyprinidae
286,Southern redbelly dace,,Phoxinus erythrogaster,2,10,2,3,1,3,230,14,21,2,"United States,",8,1,6.5,7.5,0,Cyprinidae
289,Saddle-back Loach,,Homaloptera orthogoniata,1,11,1,4,1,3,170,20,25,1,"Borneo,",3,1,6,7.5,0,Balitoridae
290,Fork-tailed loach,,Vaillantella maassi,1,12,1,4,1,1,175,23,29,2,"Sumatra, Borneo,",3,1,6,7.5,0,Vaillantellidae
291,Horseface loach,,Acantopsis dialuzona,1,20,2,4,2,2,210,16,24,2,"Sunda Islands, Thailand,",3,1,6,7.5,0,Cobitidae
292,Weather Loach,dojo loach,Misgurnus anguillicaudatus,1,28,3,4,2,2,210,10,23,1,"Korea, Japan, China, Vietnam,",6,1,6,7.5,0,Cobitidae
293,Kuhli loach,coolie loach,Pangio semicincta,1,10,2,4,2,3,105,21,26,1,"Sumatra, Malay Peninsula,",3,1,6,7.5,0,Cobitidae
294,Java loach,Black Kuhli Loach,Pangio oblonga,1,8,3,4,2,3,95,21,26,1,"Sunda Islands, Thailand,",3,1,6,7.5,0,Cobitidae
